"ID"	Library_1	Library_10	Library_11	Library_12	Library_2	Library_3	Library_4	Library_5	Library_6	Library_7	Library_8	Library_9
KIF2A	16.5944	16.0118	10.9044	11.9525	17.618	14.4549	15.6684	15.5535	17.7264	14.7812	14.1442	16.439
KIF2B	0.0165209	0.0424305	0.0129047	0.0170262	0.0327831	0	0.0240552	0.042046	0.00925439	0	0.0363549	0.0287168
KIF2C	22.7128	22.3312	23.0533	19.7396	16.4419	23.8531	20.3834	24.9301	24.1933	25.4606	25.2195	21.067
KIF3A	2.411	1.76905	2.10093	2.42875	2.39917	2.02706	2.28016	1.87565	2.1662	2.20812	2.37282	2.23977
KIF3B	8.99816	6.14846	5.83807	5.88275	8.97683	8.99023	8.55493	9.35829	9.18412	9.1104	9.47783	6.14409
KIF3C	0.52922	1.52068	1.27055	1.2664	0.669764	0.566919	0.532628	0.50268	0.57693	0.75958	0.729569	1.40813
KIF4A	10.9423	8.32527	8.07634	7.64169	10.1127	12.2896	11.7018	13.0055	11.269	10.0934	10.5615	9.04203
KIF4B	3.97331	2.73163	2.6756	3.18255	3.38575	4.35219	3.47335	4.01507	4.10804	3.30754	3.44678	2.42866
KIF5A	0.910747	1.86667	1.51568	2.25465	0.962583	0.709437	0.835976	0.711964	0.915341	0.646909	0.907629	1.55719
KIF5B	42.2846	46.3995	48.7588	50.0871	42.8274	44.1456	46.0998	44.4378	44.5961	41.4311	40.8163	50.2048
KIF5C	0.743836	1.29604	1.36571	1.46283	0.751032	0.671164	0.636166	0.772466	0.573913	0.665467	0.608302	1.22882
KIF6	0.0242801	0.0166289	0.00758621	0	0.00963601	0.0131328	0.00707062	0.0247174	0.00544033	0.0144249	0	0
KIF7	1.29838	1.25535	0.96519	0.976896	1.03408	1.44793	1.23943	1.58019	1.18522	1.42092	1.41095	1.08902
KIF9	0.564204	0.42048	0.239432	0.223956	0.616774	0.708822	0.653777	0.772091	0.728311	0.594758	0.749981	0.503665
KIFAP3	3.07737	7.11048	6.89176	6.92632	3.08284	3.08386	3.07429	2.78631	3.03153	2.86593	2.43887	8.4786
KIFC1	12.0269	8.63797	9.16039	8.87321	8.90329	15.0039	12.7495	14.255	14.629	15.6258	16.4008	8.67399
KIFC2	3.26923	3.25959	5.00043	4.35669	2.18076	3.75527	2.65589	3.29885	3.29457	4.72878	4.43435	3.51991
KIFC3	0.0342653	0	0.0267651	0	0.011394	0.00776437	0.00836055	0	0	0.0170565	0	0.0199614
KIN	4.42626	4.3144	4.28698	4.52628	3.33343	3.45125	3.96656	3.95528	3.74379	4.61431	3.35777	4.50308
KIR2DL1	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL2	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL3	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL4	0	0	0	0.0268357	0	0.0176054	0	0	0	0	0	0.0226309
KIR2DL5A	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DL5B	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS1	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS2	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS3	0	0	0	0	0	0	0	0	0	0	0	0
KIR2DS4	0	0	0	0.0254196	0	0	0	0	0	0	0.0361844	0
KIR2DS5	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL1	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DL2	0	0.0175946	0	0	0	0	0.0149624	0.0130764	0.0115125	0.0152625	0.0150752	0.0178619
KIR3DL3	0	0	0	0.0235105	0	0	0	0	0.0127788	0.0169413	0.0167334	0
KIR3DS1	0	0	0	0	0	0	0	0	0	0	0	0
KIR3DX1	0.0111428	0	0	0	0.0221111	0	0.0162244	0.0283586	0	0	0.0163468	0.0193685
KIRREL	2.59538	2.13612	3.79577	3.79018	3.07297	3.15806	3.13348	2.50065	2.61043	4.23907	4.18542	1.90283
KIRREL2	0.0257786	0.176796	0.151144	0.132836	0.115091	0.0810111	0.0978725	0.125031	0.0577588	0.0957159	0.1095	0.173349
KIRREL3	0	0.0174875	0.0118913	0	0	0.0391238	0.0110831	0.019372	0.0171636	0	0.0149834	0
KISS1	0.0270142	0.0462536	0.253214	0.389767	0.0536054	0	0.039334	0	0	0.0401229	0	0
KISS1R	0.273001	0.467432	3.35629	2.94308	0.447514	0.930921	0.84693	0.362502	0.37234	3.70654	3.36192	0.412638
KIT	0.0298517	0.0127765	0.0699446	0.0615224	0.0296146	0.0151355	0.0271628	0.00474778	0.0125399	0.0166246	0.0164206	0.019456
KITLG	0.680779	0.420497	0.330172	0.359527	0.480928	0.345567	0.50847	0.629469	0.626296	0.334238	0.309998	0.334245
KL	0.00770601	0.0131942	0.0180578	0.0158834	0.0152913	0.0104202	0.00561017	0	0.00863324	0.00572269	0.00565246	0.00669733
KLB	0.00951874	0.00543265	0.00991362	0.0130798	0.0125923	0.00858096	0.0138598	0.0201878	0.0106641	0	0.00465475	0.0165456
KLC1	18.6436	21.6126	22.6037	20.4834	14.1942	20.9455	18.8469	19.3707	18.6519	21.3423	20.6864	20.0387
KLC2	6.21626	6.15271	4.90873	5.13006	5.72456	7.72557	5.26495	7.89725	6.70682	8.39516	8.21364	5.30416
KLC3	0.753023	1.76821	3.50705	3.17347	0.555009	1.14917	0.721127	0.862407	1.02441	1.72558	2.03581	1.40241
KLC4	0.740918	3.66359	3.66136	3.33414	0.673972	1.03374	0.720748	1.18221	0.743015	1.25211	1.00561	3.17514
KLF1	0.0119505	0	0.0560083	0.0738963	0	0	0.0174005	0	0.0401654	0	0.0175317	0.041545
KLF10	7.69148	5.85756	12.7224	14.8123	10.3576	8.18917	8.71551	7.89294	8.20561	7.81699	8.49308	6.53717
KLF11	2.89679	3.41925	8.3278	8.34776	2.18183	2.61118	2.4002	2.31195	2.5047	3.45783	3.40338	3.117
KLF12	0.0919409	0.245213	0.381179	0.554012	0.084204	0.0812891	0.146743	0.132745	0.0851762	0.0840342	0.0700345	0.252094
KLF13	3.74572	4.02276	6.1584	7.06905	4.0231	2.96539	3.0653	3.50116	3.61153	4.10257	4.30062	3.92228
KLF14	0	0.0663599	0.040365	0.106514	0.0512716	0.0174694	0.0376216	0.0821982	0.115788	0.0767523	0.0568578	0.022456
KLF15	0.221607	0.967864	0.668284	0.614056	0.288004	0.237577	0.255819	0.320778	0.299531	0.238259	0.268954	0.809956
KLF16	13.9941	6.03433	7.27981	7.29035	12.4986	14.6186	12.3527	16.0807	14.7486	15.9063	15.8778	4.80781
KLF17	0.00616629	0.0105579	0	0.0127098	0	0	0	0.0393839	0.00690825	0.0091585	0	0.0107183
KLF2	1.86199	1.82249	2.53997	3.01366	2.59959	2.94311	2.7761	2.95909	2.63333	4.81227	4.18695	2.17548
KLF3	4.67206	3.75911	4.66424	4.80225	4.47872	3.97843	3.77674	3.95023	4.50185	3.94953	3.7422	3.61977
KLF4	0.0723387	0.236457	1.65405	2.07472	0.130495	0.168958	0.181932	0.0753152	0.132616	0.546974	0.250955	0.217187
KLF5	0.190068	0.236848	0.674607	0.806991	0.228503	0.327026	0.209586	0.227127	0.200151	0.299305	0.228059	0.400321
KLF6	5.27559	10.0119	9.19456	8.51703	4.92018	5.52163	6.40107	5.78252	5.96498	7.18848	6.96356	10.2732
KLF7	1.67109	2.1157	1.82008	2.15882	1.42501	1.32085	1.16519	1.48255	1.75481	1.62553	2.1769	1.84101
KLF8	0.0319956	0.0616306	0.0562324	0.0989227	0.0952353	0.0324489	0.0414458	0.0152656	0.0672103	0.0356412	0.0528057	0.0417113
KLF9	0.681455	3.68249	4.04959	4.3733	0.573232	0.741189	0.830455	0.532549	0.66802	0.90768	0.837376	3.67807
KLHDC1	0.0501735	0.539987	0.4479	0.546629	0.128008	0.0290767	0.0313275	0.0182418	0.0642408	0.0745204	0.0525757	0.336708
KLHDC10	5.62117	6.36756	8.40841	8.31007	5.28731	5.21278	5.37976	5.8315	6.24843	5.83946	5.41622	6.36928
KLHDC2	7.85504	16.6406	16.3688	15.3553	5.09668	6.4737	6.38162	7.1068	8.17782	8.23612	7.50642	14.9106
KLHDC3	15.1895	13.5985	13.4922	11.6008	11.0506	15.7225	14.4947	16.8157	15.418	19.2207	15.9684	12.9689
KLHDC4	8.22515	6.94176	3.88567	3.95047	6.48421	8.82872	7.91271	10.1394	8.89979	8.23175	9.09759	6.19971
KLHDC5	8.48891	4.08295	3.83153	3.33719	7.13766	6.87923	6.84007	7.52612	7.20763	6.66043	6.34812	4.28713
KLHDC7A	0.0572122	0.091428	0.0536271	0.117924	0.0454114	0.072206	0.0777502	0.106778	0.102555	0.113299	0.100718	0.0662979
KLHDC7B	0.0386924	0.154581	0.241785	0.159628	0.0127965	0	0.0469483	0.00820608	0.0144493	0.057468	0.0189209	0.123302
KLHDC8A	0.0231458	0.0528401	0.0602649	0.0159025	0.0306194	0.0417309	0.0337014	0.0490888	0.0259308	0.0229182	0.022637	0.0268215
KLHDC8B	2.52693	2.22941	2.36809	2.68379	1.75464	1.99984	1.71269	3.00624	2.64554	2.09266	2.20953	1.97732
KLHDC9	1.37679	7.5911	3.22926	3.22221	1.86093	1.77695	1.61378	1.81849	1.5295	1.95143	1.99229	6.92945
KLHL1	0.0139432	0	0	0.0095798	0	0.0125696	0	0	0	0	0	0.00807876
KLHL10	0.0576052	0.0493157	0.0899924	0.0593671	0	0.025965	0.041938	0.109955	0.0107561	0	0.0704479	0.050065
KLHL11	11.3738	9.57959	11.1561	10.6142	11.3783	9.39928	9.66057	11.4593	11.6217	11.7804	11.5734	10.9062
KLHL12	13.3745	21.5424	26.0878	24.478	11.837	12.5835	13.4899	14.0236	13.1981	14.5004	13.9249	20.9814
KLHL13	5.35156	4.88549	2.63351	2.44357	5.12712	4.67636	4.79316	4.73679	5.12153	2.88224	3.30548	4.38044
KLHL14	0.05432	0.124009	0.0282867	0.121293	0.0628772	0.0489685	0.0725016	0.0576024	0.0659275	0.0201698	0.026563	0.149498
KLHL15	4.64233	3.7319	5.96429	6.21926	4.05327	3.11284	3.81605	3.9927	5.01867	4.03364	4.13311	4.00737
KLHL17	4.95879	3.55997	2.83368	2.82201	4.32284	5.49924	4.73207	6.03476	6.24755	5.99998	6.85345	2.73504
KLHL18	10.6149	4.82098	4.33945	4.14406	9.30063	9.07413	8.53294	10.6387	10.9118	9.82136	10.1761	4.71087
KLHL2	4.57333	4.1799	5.80175	5.80381	4.66639	4.27575	4.10772	3.6197	4.35645	4.51664	4.21887	4.57731
KLHL20	3.62703	4.22347	4.2097	3.94865	3.71251	3.74404	3.77263	4.02331	4.14401	3.89524	3.80243	3.94144
KLHL21	16.7035	3.79181	6.12741	5.40076	13.6557	15.4039	13.7432	16.7417	16.1062	17.4295	17.1305	3.73736
KLHL22	5.41314	4.62295	3.2311	3.7566	4.29283	4.98535	4.59462	5.98373	5.99802	5.39512	6.42023	4.05365
KLHL23	7.80881	5.81125	3.1818	3.13359	6.42602	7.00388	7.753	7.86516	7.81963	6.68863	7.15158	5.95175
KLHL24	1.19538	9.44939	14.4329	13.5066	1.03938	1.39817	1.36902	1.04183	1.1001	1.7553	1.51902	9.3728
KLHL25	1.81825	1.22913	1.1051	0.907302	1.38291	1.72222	1.6251	1.74927	1.83198	1.63538	1.68464	0.993526
KLHL26	1.69501	1.48247	2.37431	2.25395	1.23821	1.8233	1.34042	1.90503	1.86881	1.96369	2.57403	1.27793
KLHL28	1.30258	3.33247	4.50422	5.46311	1.32672	1.18246	1.41565	1.16147	1.23038	1.34268	1.26585	3.41181
KLHL29	0.034145	0.0324794	0.124465	0.132938	0.0376419	0.0513018	0.0220964	0.0434499	0.0467543	0.0281744	0.0667889	0.0593512
KLHL3	0.751059	0.931727	2.2624	2.1615	0.950389	1.48341	1.68809	0.689132	0.622671	1.56328	1.41358	1.06445
KLHL30	0.0418738	0	0.0327082	0	0.0103865	0.0141557	0.0304852	0.0133212	0.00586404	0	0.0153575	0
KLHL31	0.0973979	0.172526	0.451226	0.463811	0.213264	0.145328	0.127145	0.115431	0.184371	0.154637	0.187229	0.216001
KLHL32	0.0911969	0.242895	0.546136	0.438603	0.0904829	0.0959143	0.12541	0.0515774	0.0227045	0.112875	0.133788	0.211359
KLHL33	0	0.0177268	0.0161742	0.0213399	0	0	0.0150749	0.0131747	0.011599	0.0153772	0	0
KLHL34	0	0	0	0	0.0134768	0	0.0098889	0.0172848	0.0152176	0	0.00996346	0.0118052
KLHL35	0.0099526	0.0170408	0	0	0	0	0	0.0126648	0.0111502	0	0.0146007	0.0172997
KLHL36	4.42082	6.25787	8.29523	6.78183	3.44523	4.10389	3.63842	4.73186	4.63152	4.97565	5.01085	5.8327
KLHL38	0.0315509	0	0	0.0216773	0.0626078	0	0	0.0401489	0.0353473	0.0312408	0.0462861	0
KLHL4	0.424081	0.507846	0.354917	0.296571	0.301956	0.46081	0.452086	0.568558	0.500571	0.629869	0.388837	0.539768
KLHL5	4.67145	5.54469	4.9843	4.65868	4.13398	4.2067	4.38779	3.99603	3.84759	3.80273	3.54009	5.11932
KLHL6	0	0.00522549	0	0	0	0.00412687	0.00444375	0.0038836	0.00341914	0	0.00447725	0.0106098
KLHL7	7.14136	9.46862	14.7731	12.2886	6.09931	6.80192	7.51165	6.81291	7.21647	7.82709	7.34308	8.99847
KLHL8	5.37158	6.86024	6.08195	6.95945	5.57628	4.68462	4.62801	5.54342	5.2756	5.33137	5.04741	7.73961
KLHL9	9.91726	10.1639	11.2761	11.1279	7.84223	8.248	7.83952	8.30729	7.93715	9.27123	7.70301	10.5501
KLK1	0.0662064	0.831295	0.965342	1.00073	0.0875841	0.358103	0.0642666	0.0842484	0.0247243	0.262222	0.0971266	1.07409
KLK10	0	0.0552395	0.181444	0.0797979	0.0384117	0.0251917	0.0187902	0.0246325	0.00722887	0.00958355	0.00946595	0.0336473
KLK11	0	0	0	0	0	0	0	0	0.0181876	0	0	0
KLK12	0	0.0405714	0	0.097681	0	0	0	0	0	0	0	0.041184
KLK13	0	0	0.0239527	0.0316027	0	0	0.0223247	0	0	0.0227725	0	0.0266509
KLK14	0	0	0.0531905	0	0	0.0690605	0	0	0.0190724	0.0505698	0	0
KLK15	0	0.0313156	0.491679	0.301587	0	0.019925	0	0	0	0.0271649	0.0723971	0.0317914
KLK2	0.00677322	0.0115971	0.0846505	0.0837647	0.0134404	0.0274767	0.00986215	0.0341844	0.0151764	0	0.0099365	0.0117733
KLK3	0.0491877	0	0.0768424	0.0297516	0	0	0	0	0	0.0300606	0	0.0250899
KLK4	0	0.049035	0.02237	0	0	0	0	0	0	0	0.0210069	0
KLK5	0	0	0	0	0	0	0.0205653	0	0	0	0.0181038	0
KLK6	0.0129242	0.0222072	0.0202621	0	0	0.0175383	0.0376365	0.0328924	0.0145306	0.0191957	0.0380547	0.022465
KLK7	0.0100094	0.0171381	0.015637	0	0.0198621	0	0	0.0127371	0	0	0	0.0173985
KLK8	0.0422985	0.21727	0.469055	0.523092	0	0.057197	0.0616603	0.126495	0	0.062824	0.0837779	0.11365
KLK9	0.0134132	0.045932	0	0.0276469	0	0	0	0	0	0	0	0
KLKB1	0.0343358	0.146974	0.187741	0.106158	0.0170335	0.0232148	0.037496	0.0218464	0.0865514	0.0254987	0	0.0447622
KLKP1	0.017145	0.0587113	0.0267844	0	0.204129	0	0.024964	0.0436344	0.038416	0.0254647	0.100609	0.0298016
KLLN	0.248035	0.903422	1.25431	1.15262	0.223721	0.225702	0.249523	0.189377	0.202095	0.234484	0.218367	0.815243
KLRAP1	0.699154	0.493582	0.682347	0.68421	0.918721	0.909557	1.22446	0.878345	0.802508	0.701432	0.897072	0.637739
KLRAQ1	6.13443	5.52825	8.53605	8.83748	4.49338	4.73886	5.78796	5.6499	5.31486	6.4033	5.78401	6.80952
KLRB1	0	0	0.0407195	0	0	0	0	0	0	0	0.0382381	0
KLRC1	0.0495767	0.0717249	0.0218142	0.0255463	0	0.0377635	0.0203316	0	0.0625958	0.0829575	0.0204849	0
KLRC2	0.0477036	0.108904	0.422301	0.163875	0.0946601	0.129012	0.0231529	0.0607033	0.106887	0.0472346	0.046655	0.165838
KLRC3	0.0228801	0.156701	0.265166	0.232719	0.0454019	0.340332	0.0821986	0.147119	0.0256331	0.111848	0.0276061	0.0654183
KLRC4	0.0207846	2.54593e-019	0.162348	0.0428407	0	0.0562108	0	0.0264487	0.0232856	0	0.062407	0.252884
KLRC4-KLRK1	9.39882e-007	0.176554	8.19092e-006	7.74903e-006	1.86505e-006	4.55954e-018	0	1.79402e-006	1.05297e-006	1.39596e-006	0.0569097	7.58883e-005
KLRD1	0.0242098	0	0.0660178	0.0374255	0	0.00818426	0.0351605	0.00770182	0	0.0269683	0.00887912	0.0210409
KLRF1	0.0155424	0.0266117	0.0242808	0.0320356	0	0	0.0226305	0	0	0	0.0228012	0
KLRF2	0.026386	0	0	0	0	0	0	0	0	0	0	0.0458644
KLRG1	0.377564	0.240115	0.252789	0.200115	0.342499	0.393853	0.39268	0.384443	0.277968	0.240334	0.411466	0.225012
KLRG2	0.124923	0.644396	0.722086	0.540725	0.173523	0.270278	0.145515	0.190759	0.167946	0.241205	0.604777	0.477714
KLRK1	0.0242759	0.0330714	0.094808	0.200148	0.0481717	0	0	0.0463371	0.0271969	0.0360559	0.000667396	0.0210135
KMO	0.00384609	0.0131705	0.00600846	0	0.0152639	0.00520076	0	0.00978839	0.00861774	0.0114248	0.00564232	0
KNCN	0	0	0	0	0.0160009	0.0109038	0	0	0	0	0	0
KNDC1	0.0085434	0.0536359	0.0622847	0.0997867	0.005651	0.0154034	0.0207327	0	0.0159523	0.0169188	0.0292446	0.00990015
KNG1	0	0.0242208	0	0.0194638	0.0515119	0.0127691	0.0137496	0.018001	0	0	0.0311337	0
KNTC1	8.13576	9.55468	6.14422	5.73795	6.98562	7.69039	7.882	8.26991	8.17548	7.38731	7.44045	9.84739
KPNA1	10.127	5.41506	5.03704	5.80393	9.33255	7.84033	8.16082	8.93117	9.68016	8.83296	8.32024	5.29537
KPNA2	96.1154	62.212	58.7917	58.6176	129.756	131.488	124.713	114.338	131.706	102.008	106.976	72.7292
KPNA3	10.4761	6.42218	7.22841	7.24967	9.36408	9.43803	10.3736	9.39301	10.8399	8.91368	8.58685	6.3823
KPNA4	38.2512	24.9555	33.3168	32.462	30.2941	29.759	29.447	33.3479	35.4458	33.6906	31.3333	25.1827
KPNA5	3.23408	4.40969	5.90657	6.11634	2.18153	2.97318	3.26655	2.5932	3.17204	2.97479	3.42278	4.00098
KPNA6	15.6528	15.0993	10.5157	12.2083	19.3748	15.8649	15.9765	15.16	16.8495	14.1795	15.5133	13.9162
KPNA7	0	0	0.0178828	0.0235942	0	0.0309577	0	0	0	0	0	0.0198972
KPNB1	61.9072	49.1967	50.0842	51.3204	75.8533	73.8508	72.0304	74.7472	75.6184	66.3568	68.5331	55.9069
KPRP	0.0382246	0	0.0119431	0.031515	0.0606805	0.0413505	0.0333942	0.00972825	0.0342592	0.0113546	0.0897225	0.0531539
KPTN	2.58527	1.74125	1.73402	1.62799	3.06171	3.04596	2.94703	3.11886	2.76513	3.09442	2.38037	1.76771
KRAS	12.3498	15.4466	18.9175	18.6019	12.0218	12.0671	13.6804	11.4211	14.2	13.2264	12.8109	15.6593
KRBA1	1.68128	1.41337	1.97188	1.91029	1.35231	2.35199	2.25102	1.67334	1.49511	2.82457	2.35157	1.08447
KRBA2	1.49324	1.8833	2.44073	2.91491	1.36415	1.66127	1.31726	0.8748	1.0147	1.08034	1.02293	2.16809
KRBOX1	0	0	0.043607	0	0	0	0.0406432	0	0	0.0414584	0	0
KRCC1	4.8528	7.30999	10.0029	8.62378	4.16041	5.39968	5.22452	4.21547	4.67188	4.52677	3.73321	6.6939
KREMEN1	1.01393	1.95184	2.58411	3.10532	1.10058	1.06003	0.932008	0.939753	1.14364	0.986071	1.04652	1.72792
KREMEN2	5.86769	3.03102	3.19463	3.07505	4.17235	6.31925	5.18097	6.46246	5.13246	8.83832	9.05811	3.10589
KRI1	8.65924	3.98101	3.21881	3.00321	8.0785	9.69394	7.7236	9.43274	9.90584	8.79607	8.81701	4.06655
KRIT1	4.08316	4.40195	3.88032	3.77882	4.20893	4.44464	4.32684	3.75893	4.09535	3.74369	3.77555	4.17517
KRR1	14.2833	9.81856	11.2094	10.7507	11.5977	11.5041	12.2153	13.0822	11.8358	12.4439	12.3366	9.62051
KRT1	0.0078695	0	0	0	0.0156158	0.0425652	0.0229168	0.010014	0.0088164	0.0350646	0	0.0136788
KRT10	3.197	2.54633	3.03237	3.38113	3.63069	2.49849	2.41475	2.63736	2.65967	2.30477	2.47771	2.55368
KRT12	0	0	0.0151267	0.0199579	0	0	0.0140986	0.0123215	0	0	0	0
KRT13	0.0113643	0	0.0355071	0.0234237	0.0451011	0	0	0	0	0.0168788	0	0
KRT14	0	0	0.0184184	0	0	0	0.0171666	0.0150027	0	0	0	0.0204932
KRT15	0.0419307	0	0	0	0	0	0	0.0133393	0	0.0311389	0.0153784	0.0182211
KRT16	0	0.0192342	0.0175495	0.0231544	0.0222913	0	0	0	0.0125853	0.0166848	0.01648	0.0195264
KRT16P2	0	0	0	0	0	0	0	0	0.01372	0.0181891	0.0179659	0
KRT16P3	0.00986606	0	0.015413	0	0	0	0.0143655	0	0.0221064	0.0146536	0	0
KRT17	0.208322	0.0629449	0.306302	0.151548	0.291799	0.53041	0.356855	0.187124	0.123558	0.673423	0.791	0.0213004
KRT18	32.8432	27.2497	23.6631	26.0208	34.2005	38.2117	33.2442	31.0813	32.4995	32.2884	32.3391	25.2552
KRT19	0.0524491	0.0224508	0.0819373	0.0810799	0.0780576	0.053192	0.0381842	0.0500565	0	0.019475	0.0384721	0
KRT19P2	0	0	0	0	0	0	0	0	0	0	0	0
KRT2	0	0	0	0	0	0	0	0.0508376	0.00895153	0	0	0
KRT20	0	0	0	0	0	0	0	0	0	0	0.0156766	0
KRT222	2.36426	2.09381	1.81147	1.67274	1.61039	2.26995	1.78057	2.23617	1.85576	1.78326	2.18541	2.2256
KRT23	0	0	0.0140347	0	0	0.012148	0	0.0114319	0.0100647	0	0	0
KRT24	0.0820336	0.0175572	0.0640775	0.0211357	0	0.0277319	0.0597225	0	0.011488	0.0152301	0	0.0534719
KRT25	0	0.0197755	0	0.0238061	0.0687561	0.0156179	0.0168171	0.0146972	0	0	0	0
KRT26	0.0334476	0.0190896	0	0.0229805	0	0.0150762	0	0.028375	0	0.0165594	0.0163562	0.0193797
KRT27	0.0239307	0	0.0186926	0	0	0	0	0.0609042	0	0	0.0175535	0.0207983
KRT28	0.0341988	0	0	0	0.0452414	0.0616592	0.0165984	0.0145061	0.0255425	0.0169313	0	0.0594448
KRT3	0	0.0285932	0.0130443	0.0172105	0	0.0338725	0.0243156	0.0106253	0	0.0248033	0.0122495	0
KRT31	0	0.0207054	0	0	0	0	0	0	0	0	0	0
KRT32	0	0	0.0150287	0.039657	0	0	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0	0	0	0	0	0	0
KRT33B	0.01204	0	0	0	0	0	0	0	0	0	0	0
KRT34	0.0450394	0	0.0175905	0	0	0	0	0	0	0	0.0165185	0
KRT35	0	0	0	0	0	0.0156085	0.016807	0	0	0	0.0169337	0
KRT36	0	0	0	0.0241826	0.0232812	0	0	0.044789	0	0	0	0
KRT37	0	0	0.0175393	0	0.0222784	0	0	0.0142866	0.012578	0	0	0
KRT38	0.0135976	0	0.0106212	0	0.0134911	0	0	0	0	0.0201958	0	0.0118177
KRT39	0	0	0	0	0	0	0	0	0.0127412	0	0	0
KRT4	0.00748763	0.0128203	0.0233948	0	0	0	0	0.0095281	0	0	0	0
KRT40	0.0099526	0	0	0	0	0	0.0144915	0	0	0.0147821	0.0146007	0.0172997
KRT42P	0.0202041	0.0230622	0.0526072	0.0138813	0.0267278	0.00910679	0.0196121	0.00856996	0.0226351	0.0100027	0.0296399	0.0117063
KRT5	0	0	0	0.0172628	0.0166193	0.0113252	0	0	0	0.0248787	0.0122867	0
KRT6A	0	0.0134796	0	0.016227	0	0.0212913	0.0114631	0	0.00882	0	0	0.0136844
KRT6B	0	0	0.0396132	0	0	0	0	0	0	0	0	0
KRT6C	0	0	0	0	0	0	0	0.0107228	0.00944037	0	0	0
KRT7	0.0113326	0	0.0708166	0.046717	0.0674634	0.0306485	0.0330017	0	0.0253925	0.0168318	0.0166253	0.0196985
KRT71	0.00851574	0	0	0	0	0	0	0.0108364	0.0190808	0	0	0
KRT72	0	0	0.0318707	0.0210248	0	0	0	0.0129801	0	0	0.0149415	0
KRT73	0	0	0	0	0	0	0	0	0.00946103	0	0	0.029358
KRT74	0	0	0.0108079	0	0.0137282	0.0187101	0.0201467	0	0.00775072	0	0	0
KRT75	0.00907677	0	0	0	0	0	0	0	0.0101689	0	0	0.0157773
KRT76	0.00762679	0	0.0238295	0	0	0.0103131	0	0.0194103	0.00854448	0.0113277	0	0
KRT77	0.0233513	0	0.01824	0.0240655	0.0115842	0.00789402	0	0.0148574	0	0.00867063	0	0.0202947
KRT78	0	0	0	0.0223601	0	0	0	0	0	0.0161124	0	0
KRT79	0.00933598	0	0	0	0	0.0126243	0	0	0.0104593	0.0138663	0	0.0324558
KRT8	1.34269	0.864242	0.973097	0.841166	1.23603	1.91693	1.28225	0.614976	0.986602	1.96196	1.21315	0.654939
KRT80	0.0747097	0.00852785	0.17118	0.195701	0.0889498	0.0673494	0.0727766	0.0380276	0.0334797	0.0147951	0.0438405	0.00865742
KRT81	0	0	0.0631046	0.0208148	0	0	0.0147039	0.0128505	0.0226272	0.0149988	0	0
KRT82	0	0	0.0112393	0	0	0	0	0.0274648	0	0	0.0211087	0
KRT83	0.041148	0.0704535	0.25713	0.339253	0.0204129	0.0417309	0.0299568	0	0.0115248	0	0.0603653	0.0715239
KRT84	0.00930446	0.0159311	0	0.0191781	0.0184632	0	0	0	0.010424	0.027639	0	0
KRT85	0	0.0132578	0.0241931	0.0159599	0	0	0.0450975	0	0.00867483	0	0.0340782	0.0134592
KRT86	0.0184487	0	0.100874	0.095065	0	0.0249468	0.0268623	0	0	0.0411015	0	0
KRT8P41	0.116066	0.0361325	0.0494515	0.0217485	0.0418755	0.0713398	0.107545	0.0134269	0.0354633	0.0626866	0.0619174	0.0366815
KRT9	0.00842645	0	0.0526561	0	0.0167209	0	0	0.0107228	0.0188807	0.0375462	0.0247237	0
KRTAP1-1	0	0.0731453	0	0	0	0.0288835	0	0	0	0	0	0
KRTAP1-3	0	0.0340114	0	0	0	0.0268608	0	0.0252774	0	0	0	0
KRTAP1-5	0	0	0	0	0	0	0	0.0208711	0	0	0	0
KRTAP10-1	0	0.0326658	0	0	0	0	0	0	0	0	0	0
KRTAP10-10	0.0175347	0	0	0	0	0	0	0	0.0392891	0	0	0
KRTAP10-11	0.0156053	0	0	0	0.0309662	0.0211018	0	0	0	0	0.0228934	0
KRTAP10-12	0	0	0	0	0	0	0	0	0	0.0328153	0	0
KRTAP10-2	0.0180095	0	0	0.0371206	0	0	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-4	0	0	0	0	0	0	0	0	0.015636	0	0	0
KRTAP10-5	0	0.035975	0	0	0	0	0	0	0	0	0	0
KRTAP10-6	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	0	0	0	0.0155344	0.0136766	0	0	0
KRTAP10-8	0	0.0376999	0	0	0.0436921	0	0	0.0280187	0	0	0.0323016	0.0382727
KRTAP10-9	0.0153568	0	0	0	0	0	0	0	0	0.0228087	0	0
KRTAP11-1	0	0.0362515	0	0	0	0	0	0	0.0237201	0	0	0
KRTAP12-1	0	0	0	0	0	0	0	0	0	0	0	0
